example_id,source_group_id,split,id,query,active_unit_count,vehicle_unit_count,has_vehicle_target,domains,issue_codes,initial_status,final_status
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5660,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5660,train,5660,音量调节到十,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5661,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5661,train,5661,给小朋友继续播放动物故事可以吗,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5662,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5662,train,5662,听蓝牙音乐,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5663,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5663,train,5663,打开均衡器设置,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5664,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5664,train,5664,我要吃鹌鹑蛋炒肉,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5665,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5665,train,5665,关闭一下本地音乐的历史播放,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5666,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5666,train,5666,老年人爱听的歌放一首,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5667,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5667,train,5667,挡风玻璃起雾了试一下除雾,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5668,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5668,train,5668,凉瓜排骨煲,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5669,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5669,train,5669,播放歌曲总会有人,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5670,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5670,train,5670,打开空调风量调到一,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5671,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5671,train,5671,调小麦克风音量,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5672,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5672,train,5672,打开前挡风玻璃雨刮,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5673,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5673,train,5673,一直播这首儿歌,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5674,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5674,train,5674,从一分四十秒开始播放有声书,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5675,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5675,train,5675,全部温度二十八度风量最大,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5676,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5676,train,5676,关闭车机,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5677,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5677,train,5677,左侧炉头设置五分钟后预约关火,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5678,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5678,train,5678,车顶再暗一点,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5679,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5679,train,5679,进入窄道时开启预览,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5680,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5680,train,5680,给我看看新和县涂防晒是否有意义,1,0,False,天气,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5681,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5681,train,5681,播放仙剑奇侠传第三部的主题曲,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5682,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5682,train,5682,搜索王玥波讲的雍正剑侠图,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5683,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5683,train,5683,搜索小河的歌,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5684,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5684,train,5684,晾衣架高一点,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5685,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5685,train,5685,切换续航模式为标准模式,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5686,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5686,train,5686,十点三点首曾轶可的歌,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5687,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5687,train,5687,播放东方卫视二零二三跨年晚会,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5688,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5688,train,5688,纪录片中国史,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5689,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5689,train,5689,我想吃蚂蚁上树,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5690,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5690,train,5690,小说小声一点,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5691,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5691,train,5691,将右手边的灶具火调高一档,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5692,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5692,train,5692,打开空调打开主驾按摩打开主驾座椅通风,3,3,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5693,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5693,train,5693,我需要查一查这个月有新扣分记录吗,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5694,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5694,train,5694,MOONDEITY的歌放一首,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5695,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5695,train,5695,我要播放不差钱的相声,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5696,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5696,train,5696,右侧出风口往下调100,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5697,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5697,train,5697,极速制冷空调开启,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5698,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5698,train,5698,为我打开通知打电话那个,2,1,True,打电话|车载控制,mixed_domain_example,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5699,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5699,train,5699,打开车窗打开遮阳帘打开前排座椅通风关闭空调导航到零跑汽车黄金口店,5,4,True,地图|车载控制,mixed_domain_example,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5700,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5700,train,5700,我想烤个鸡腿帮我开下风焙烤,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5701,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5701,train,5701,关闭后视镜加热打开空调,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5702,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5702,train,5702,我想要听一下流行榜里面的音乐,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5703,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5703,train,5703,我想听古诗三百首,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5704,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5704,train,5704,预测性紧急碰撞预警设置为较早,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5705,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5705,train,5705,关掉阅读灯然后座椅靠背向后一些,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5706,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5706,train,5706,打开WIFI页面,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5707,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5707,train,5707,打开空调空调温度调到最低,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5708,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5708,train,5708,把空调温度调到二十度空调风挡风量调到二挡,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5709,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5709,train,5709,鱿鱼菜谱有啥,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5710,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5710,train,5710,打开后排空调打开后排座椅按摩,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5711,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5711,train,5711,左后腰托往后移,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5712,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5712,train,5712,我们想听华语榜里的七十年代的歌曲,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5713,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5713,train,5713,打开副驾驶按摩按摩通风功能,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5714,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5714,train,5714,吐司苹果派,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5715,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5715,train,5715,洗碗机现在什么状态,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5716,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5716,train,5716,为我将风量打开最大,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5717,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5717,train,5717,副驾温度调高一度主驾调低一度,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5718,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5718,train,5718,灶具打开,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5719,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5719,train,5719,打开空调温度调到最高主驾副驾,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5720,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5720,train,5720,视频的历史播放界面取消,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5721,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5721,train,5721,放动画片小猪佩奇,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5722,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5722,train,5722,北京现在什么时间,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5723,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5723,train,5723,打开交通九一点八,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5724,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5724,train,5724,查看通话记录,1,0,False,打电话,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5725,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5725,train,5725,关闭所有车窗打开前车窗除雾,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5726,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5726,train,5726,空调风调到二打开全车座椅通风,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5727,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5727,train,5727,开空调风调小一点,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5728,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5728,train,5728,在副驾驶屏幕上用网易云音乐播放三生三世十里桃花主题曲,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5729,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5729,train,5729,播放广东广州新闻电台,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5730,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5730,train,5730,请把一体机灯关闭,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5731,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5731,train,5731,江苏省比华盛顿快几小时,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5732,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5732,train,5732,两点二十的时候叫我,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5733,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5733,train,5733,床前明月光疑是地上霜这句诗翻译知道吗,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5734,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5734,train,5734,关闭行人提示音,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5735,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5735,train,5735,副驾屏搜一下附近的加油站,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5736,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5736,train,5736,打开遮阳帘打开前排车窗,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5737,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5737,train,5737,播放哈尔滨今天中午的军事新闻,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5738,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5738,train,5738,屏幕向主驾位置移动,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5739,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5739,train,5739,我想播放一首热门翻唱榜的音乐,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5740,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5740,train,5740,打开正驾驶座椅按摩,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5741,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5741,train,5741,把后备箱打开,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5742,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5742,train,5742,打开后排座椅通风AUTO加热AUTO,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5743,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5743,train,5743,帮我看零零幺六九六的股价,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5744,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5744,train,5744,播放唐诗音乐,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5745,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5745,train,5745,热水器水温调低十度,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5746,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5746,train,5746,打开按摩关闭低速预警,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5747,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5747,train,5747,关闭空调直面吹风,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5748,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5748,train,5748,打开经济模式纯电模式,1,1,True,车载控制,split_sens_gt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5749,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5749,train,5749,把表面灯调亮一点,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5750,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5750,train,5750,拨打幺三百六十三零九三五四四,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5751,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5751,train,5751,为我重新播放这个新闻,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5752,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5752,train,5752,打开座椅通风按摩打开空调,3,3,True,车载控制,split_sens_lt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5753,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5753,train,5753,打开右后排椅背屏,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5754,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5754,train,5754,副驾侧翼松一点,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5755,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5755,train,5755,你有没有李白写的静夜思的全文翻译,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5756,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5756,train,5756,打开自动阅读灯打开氛围灯,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5757,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5757,train,5757,我非常想知道一千个一百二十五相加的和等于多少,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5758,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5758,train,5758,关闭5G,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5759,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5759,train,5759,关闭空调打开驻车舒享打开前排车窗,3,3,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5760,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5760,train,5760,添加我公司为途经点,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5761,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5761,train,5761,关闭空调打开示廓灯,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5762,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5762,train,5762,车头向上吧,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5763,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5763,train,5763,给我把终点保存,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5764,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5764,train,5764,打开全车座椅按摩座椅通风,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5765,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5765,train,5765,听那个青花瓷,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5766,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5766,train,5766,这里限速不,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5767,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5767,train,5767,我想看儿童动画片挖掘机,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5768,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5768,train,5768,吉利猪排,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5769,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5769,train,5769,我想吃日式肥牛饭,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5770,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5770,train,5770,播放九八K,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5771,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5771,train,5771,啤酒鸭怎么做,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5772,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5772,train,5772,我看一下目的地,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5773,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5773,train,5773,关上车窗关闭空调,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5774,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5774,train,5774,豆瓣孜然土豆片,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5775,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5775,train,5775,播放儿歌放风筝,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5776,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5776,train,5776,腊肠蒸鸡翅,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5777,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5777,train,5777,嘉定气温多少,1,0,False,天气,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5778,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5778,train,5778,我要唱一首桃子老师的花园种花歌曲,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5779,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:5779,train,5779,打开四驱智能打开纯电模式,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
