split,id,query,split_sens_count,active_semantics_count,vehicle_semantics_count,domains,mixed_domain,integrity,split_sens,vehicle_semantics
train,7204,将空调调至平衡状态,1,1,1,车载控制,False,count_match,"[""将空调调至平衡状态""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作_concrete"": [""至""], ""对象"": [""空调""], ""操作"": [""打开""], ""模式"": [""平衡""], ""调节内容"": [""模式""]}}]"
train,7206,打开副驾车窗挡打开主驾车窗,2,2,2,车载控制,False,count_match,"[""打开副驾车窗挡"", ""打开主驾车窗""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""副驾""], ""对象"": [""车窗""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""主驾""], ""对象"": [""车窗""]}}]"
train,7208,语助我要调成静音,1,1,1,车载控制,False,count_match,"[""语助我要调成静音""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""车机模块"": [""语助""], ""模式"": [""语助我要调成静音""], ""操作"": [""调""], ""操作_concrete"": [""成""], ""调节内容"": [""模式""]}}]"
train,7215,座椅调低一点开阅读灯,2,2,2,车载控制,False,count_match,"[""座椅调低一点"", ""开阅读灯""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""座椅""], ""操作"": [""调""], ""value"": [""调低一点""], ""调节内容"": [""高度""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""开""], ""对象"": [""阅读灯""], ""车内灯类型"": [""阅读灯""]}}]"
train,7216,打开空调空调风速调为最高挡,2,2,2,车载控制,False,count_match,"[""打开空调"", ""空调风速调为最高挡""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""调节内容"": [""风速""], ""操作"": [""调""], ""操作_concrete"": [""为""], ""value"": [""最高挡""]}}]"
train,7217,关掉热点关掉蓝牙,2,2,2,车载控制,False,count_match,"[""关掉热点"", ""关掉蓝牙""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""操作"": [""关掉""], ""对象功能"": [""热点""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车机控制""], ""操作"": [""关掉""], ""对象功能"": [""蓝牙""]}}]"
train,7220,有没有座椅通风给我启动一下,1,1,1,车载控制,False,count_match,"[""有没有座椅通风给我启动一下""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""座椅""], ""对象功能"": [""通风""], ""操作"": [""启动一下""]}}]"
train,7224,改变充电模式,1,1,1,车载控制,False,count_match,"[""改变充电模式""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象功能"": [""充电""], ""操作"": [""调节""]}}]"
train,7228,屏幕右移动,1,1,1,车载控制,False,count_match,"[""屏幕右移动""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""对象"": [""屏幕""], ""value"": [""右""], ""操作"": [""移动""], ""调节内容"": [""方向""]}}]"
train,7230,中控屏幕调亮一点,1,1,1,车载控制,False,count_match,"[""中控屏幕调亮一点""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""对象"": [""中控屏幕""], ""value"": [""调亮一点""], ""操作"": [""调节""], ""调节内容"": [""亮度""]}}]"
train,7232,语助声音调到最大,1,1,1,车载控制,False,count_match,"[""语助声音调到最大""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""车机模块"": [""语助""], ""调节内容"": [""声音""], ""操作"": [""调到""], ""操作_concrete"": [""到""], ""value"": [""最大""]}}]"
train,7233,关闭行车视频限制模式,1,1,1,车载控制,False,count_match,"[""关闭行车视频限制模式""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""功能"": [""行车视频限制模式""]}}]"
train,7235,全车空调温度调到二十三度打开座椅加热,2,2,2,车载控制,False,count_match,"[""全车空调温度调到二十三度"", ""打开座椅加热""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""全车""], ""对象"": [""空调""], ""调节内容"": [""温度""], ""操作"": [""调""], ""操作_concrete"": [""到""], ""value"": [""二十三""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""座椅""], ""对象功能"": [""加热""]}}]"
train,7237,查询电耗,1,1,1,车载控制,False,count_match,"[""查询电耗""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""功能"": [""查询电耗""], ""操作"": [""查看""]}}]"
train,7242,打开开机音量自适应,1,1,1,车载控制,False,count_match,"[""打开开机音量自适应""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""功能"": [""开机音量自适应""]}}]"
train,7245,星空穹顶亮度设为最亮,1,1,1,车载控制,False,count_match,"[""星空穹顶亮度设为最亮""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""星空穹顶""], ""车内灯类型"": [""星空穹顶""], ""调节内容"": [""亮度""], ""value"": [""设为最亮""], ""操作_concrete"": [""为""], ""操作"": [""调节""]}}]"
train,7248,关掉空调关掉屏幕,2,2,2,车载控制,False,count_match,"[""关掉空调"", ""关掉屏幕""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关掉""], ""对象"": [""空调""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车机控制""], ""操作"": [""关掉""], ""对象"": [""屏幕""]}}]"
train,7249,打开座椅加热关闭空调,2,2,2,车载控制,False,count_match,"[""打开座椅加热"", ""关闭空调""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""座椅""], ""对象功能"": [""加热""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""空调""]}}]"
train,7253,关闭车内模拟声浪,1,1,1,车载控制,False,count_match,"[""关闭车内模拟声浪""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""位置"": [""车内""], ""功能"": [""模拟声浪""]}}]"
train,7256,还有多久需要保养,1,1,1,车载控制,False,count_match,"[""还有多久需要保养""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""功能"": [""保养""], ""操作"": [""查看""]}}]"
train,7257,别调高车窗,1,1,1,车载控制,False,count_match,"[""别调高车窗""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""value"": [""调高""], ""对象"": [""车窗""], ""操作"": [""调节""], ""调节内容"": [""幅度""]}}]"
train,7258,打开空调开关打开空调,2,2,2,车载控制,False,count_match,"[""打开空调开关"", ""打开空调""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""], ""页面"": [""开关""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""]}}]"
train,7260,窗帘关一下,1,1,1,车载控制,False,count_match,"[""窗帘关一下""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""窗帘""], ""操作"": [""关一下""]}}]"
train,7261,请将中控屏幕移动回主驾,1,1,1,车载控制,False,count_match,"[""请将中控屏幕移动回主驾""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""对象"": [""中控屏幕""], ""操作"": [""移动""], ""value"": [""主驾""], ""调节内容"": [""方向""]}}]"
train,7262,打开驻车舒享模式打开前排玻璃,2,2,2,车载控制,False,count_match,"[""打开驻车舒享模式"", ""打开前排玻璃""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""功能"": [""驻车""], ""模式"": [""舒享模式""], ""调节内容"": [""模式""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""前排""], ""对象"": [""玻璃""]}}]"
train,7266,把车门锁解开,1,1,1,车载控制,False,count_match,"[""把车门锁解开""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""车门锁""], ""操作"": [""锁解开""]}}]"
train,7275,零重力座椅不合适给我改一下,1,1,1,车载控制,False,count_match,"[""零重力座椅不合适给我改一下""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象功能"": [""零重力""], ""对象"": [""座椅""], ""操作"": [""改一下""]}}]"
train,7277,温度调到最高挡打开最大风力,2,2,2,车载控制,False,count_match,"[""温度调到最高挡"", ""打开最大风力""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""温度""], ""操作"": [""调""], ""操作_concrete"": [""到""], ""value"": [""最高挡""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""提供信息""], ""操作"": [""打开""], ""value"": [""最大""], ""调节内容"": [""风力""]}}]"
train,7279,打开全部车窗播放音乐,2,2,1,车载控制|音乐,True,count_match,"[""打开全部车窗"", ""播放音乐""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""全部""], ""对象"": [""车窗""]}}]"
train,7282,关闭自主变道辅助,1,1,1,车载控制,False,count_match,"[""关闭自主变道辅助""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""功能"": [""自主变道辅助""], ""子功能"": [""自主变道辅助""]}}]"
train,7284,座椅温度调到最高,1,1,1,车载控制,False,count_match,"[""座椅温度调到最高""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""座椅""], ""调节内容"": [""温度""], ""操作"": [""调""], ""value"": [""调到最高""], ""操作_concrete"": [""到""]}}]"
train,7295,打开后方窗户,1,1,1,车载控制,False,count_match,"[""打开后方窗户""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""后方""], ""对象"": [""窗户""]}}]"
train,7296,进入座椅后背设置界面,1,1,1,车载控制,False,count_match,"[""进入座椅后背设置界面""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""进入""], ""对象"": [""座椅后背""], ""页面"": [""设置界面""]}}]"
train,7297,打开智能保电与补电页面,2,1,1,车载控制,False,semantics_missing,"[""打开智能保电"", ""补电页面""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""子功能"": [""智能保电""], ""功能"": [""行车保电""]}}]"
train,7298,把后向碰撞减缓调节为可用,1,1,1,车载控制,False,count_match,"[""把后向碰撞减缓调节为可用""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""子功能"": [""后向碰撞减缓""], ""功能"": [""侧后辅助""], ""操作"": [""打开""]}}]"
train,7299,空调温度开到最低风速开到最大,2,2,2,车载控制,False,count_match,"[""空调温度开到最低"", ""风速开到最大""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""调节内容"": [""温度""], ""操作"": [""开""], ""操作_concrete"": [""到""], ""value"": [""最低""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""风速""], ""操作"": [""开""], ""操作_concrete"": [""到""], ""value"": [""最大""]}}]"
train,7300,热死了快调温度,1,1,1,车载控制,False,count_match,"[""热死了快调温度""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""操作"": [""调""], ""调节内容"": [""温度""]}}]"
train,7303,你的音量小一点,1,1,1,车载控制,False,count_match,"[""你的音量小一点""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""车机模块"": [""你的""], ""调节内容"": [""音量""], ""value"": [""音量小一点""], ""操作"": [""调节""]}}]"
train,7304,退回到主页,1,1,1,车载控制,False,count_match,"[""退回到主页""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""操作"": [""退回""], ""操作_concrete"": [""到""], ""页面"": [""主页""]}}]"
train,7306,关闭车外低速提示音打开空调,2,2,2,车载控制,False,count_match,"[""关闭车外低速提示音"", ""打开空调""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象功能"": [""车外低速提示音""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""]}}]"
train,7308,关闭后碰撞警告,1,1,1,车载控制,False,count_match,"[""关闭后碰撞警告""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""子功能"": [""后碰撞警告""], ""功能"": [""侧后辅助""]}}]"
train,7313,打开极速制冷模式打开驻车舒享,2,2,2,车载控制,False,count_match,"[""打开极速制冷模式"", ""打开驻车舒享""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""操作"": [""打开""], ""调节内容"": [""模式""], ""模式"": [""强力制冷""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""功能"": [""驻车""], ""模式"": [""舒享""], ""调节内容"": [""模式""]}}]"
train,7314,打开天窗停止电话,1,1,1,车载控制,False,count_match,"[""打开天窗停止电话""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""天窗""]}}]"
train,7315,车窗降一些,1,1,1,车载控制,False,count_match,"[""车窗降一些""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""车窗""], ""操作"": [""降""], ""value"": [""一些""], ""调节内容"": [""幅度""]}}]"
train,7316,下一个座椅按摩模式切换,1,1,1,车载控制,False,count_match,"[""下一个座椅按摩模式切换""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""序列号"": [""下一个""], ""对象"": [""座椅""], ""对象功能"": [""按摩""], ""调节内容"": [""模式""], ""操作"": [""打开""]}}]"
train,7318,全部空调温度减少0.5度,1,1,1,车载控制,False,count_match,"[""全部空调温度减少0.5度""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""全部""], ""对象"": [""空调""], ""调节内容"": [""温度""], ""value"": [""减少0.5度""], ""操作"": [""调节""]}}]"
train,7321,关闭天窗关闭所有窗户,2,2,2,车载控制,False,count_match,"[""关闭天窗"", ""关闭所有窗户""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""天窗""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""位置"": [""所有""], ""对象"": [""窗户""]}}]"
train,7323,打开交通标志识别,1,1,1,车载控制,False,count_match,"[""打开交通标志识别""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""功能"": [""交通标志识别""], ""子功能"": [""交通标志识别""]}}]"
train,7329,关闭右后车窗打开左后车窗的一半,2,2,2,车载控制,False,count_match,"[""关闭右后车窗"", ""打开左后车窗的一半""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""位置"": [""右后""], ""对象"": [""车窗""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""左后""], ""对象"": [""车窗""], ""value"": [""一半""], ""调节内容"": [""幅度""]}}]"
train,7330,主驾驶头枕音量静音,1,1,1,车载控制,False,count_match,"[""主驾驶头枕音量静音""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""主驾驶""], ""模式"": [""主驾驶头枕音量静音""], ""对象"": [""头枕""], ""操作"": [""打开""], ""调节内容"": [""模式""]}}]"
train,7340,开启漂移驾驶模式,1,1,1,车载控制,False,count_match,"[""开启漂移驾驶模式""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""开启""], ""模式"": [""漂移""], ""调节内容"": [""模式""], ""对象"": [""整车""]}}]"
train,7347,打开座椅按摩打开座椅通风空调调整到十八度,3,3,3,车载控制,False,count_match,"[""打开座椅按摩"", ""打开座椅通风"", ""空调调整到十八度""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""座椅""], ""对象功能"": [""按摩""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""座椅""], ""对象功能"": [""通风""]}}, {""intent_index"": ""意图3"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""操作"": [""调整""], ""操作_concrete"": [""到""], ""value"": [""十八度""], ""调节内容"": [""温度""]}}]"
train,7348,关闭触摸屏声音,1,1,1,车载控制,False,count_match,"[""关闭触摸屏声音""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""操作"": [""关闭""], ""对象功能"": [""触摸屏声音""], ""对象"": [""屏幕""]}}]"
train,7350,副驾屏朝副驾移动,1,1,1,车载控制,False,count_match,"[""副驾屏朝副驾移动""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""位置"": [""副驾""], ""对象"": [""屏""], ""value"": [""朝副驾""], ""操作"": [""移动""], ""调节内容"": [""方向""]}}]"
train,7351,副驾座椅记忆设置为副驾位,1,1,1,车载控制,False,count_match,"[""副驾座椅记忆设置为副驾位""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""副驾""], ""对象"": [""座椅""], ""操作"": [""设置""], ""操作_concrete"": [""为""], ""调节内容"": [""座椅记忆位置""]}}]"
train,7354,我要调副驾后背,1,1,1,车载控制,False,count_match,"[""我要调副驾后背""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""调""], ""位置"": [""副驾""], ""对象"": [""后背""]}}]"
train,7355,关闭前车窗关闭空调,2,2,2,车载控制,False,count_match,"[""关闭前车窗"", ""关闭空调""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""value"": [""关闭""], ""位置"": [""前车""], ""对象"": [""窗""], ""操作"": [""调节""], ""调节内容"": [""幅度""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""空调""]}}]"
train,7356,座椅抬直,1,1,1,车载控制,False,count_match,"[""座椅抬直""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""座椅""], ""对象功能"": [""抬直""], ""操作"": [""打开""]}}]"
train,7363,空调风速全部调成一挡温度调成十八度,2,2,2,车载控制,False,count_match,"[""空调风速全部调成一挡"", ""温度调成十八度""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""调节内容"": [""风速""], ""操作"": [""调""], ""操作_concrete"": [""成""], ""value"": [""一挡""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""温度""], ""操作"": [""调""], ""操作_concrete"": [""成""], ""value"": [""十八""]}}]"
train,7364,取消副驾空调对脸部的送风设置,1,1,1,车载控制,False,count_match,"[""取消副驾空调对脸部的送风设置""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""value"": [""吹面""], ""位置"": [""副驾""], ""对象"": [""空调""], ""操作"": [""关闭""], ""调节内容"": [""风向""]}}]"
train,7366,限速报警偏差设定为30千米每秒,1,1,1,车载控制,False,count_match,"[""限速报警偏差设定为30千米每秒""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""子功能"": [""限速报警偏差""], ""操作"": [""设定为""], ""操作_concrete"": [""为""], ""value"": [""30千米每秒""], ""功能"": [""智慧巡航""], ""调节内容"": [""车速""]}}]"
train,7372,查看胎压状态,1,1,1,车载控制,False,count_match,"[""查看胎压状态""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""功能"": [""胎压监测""], ""操作"": [""查看""]}}]"
train,7376,扶手向后方移动到最后,1,1,1,车载控制,False,count_match,"[""扶手向后方移动到最后""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""扶手""], ""value"": [""向后方""], ""操作"": [""移动""], ""操作_concrete"": [""到""], ""方向偏移量"": [""最后""], ""调节内容"": [""方向""]}}]"
train,7378,关闭主驾车窗导航到第一汽车制造厂,2,2,1,地图|车载控制,True,count_match,"[""关闭主驾车窗"", ""导航到第一汽车制造厂""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""value"": [""关闭""], ""位置"": [""主驾""], ""对象"": [""车窗""], ""操作"": [""调节""], ""调节内容"": [""幅度""]}}]"
train,7380,嗯打开空调空调温度调到二十六度二十七度,2,2,2,车载控制,False,count_match,"[""嗯打开空调"", ""空调温度调到二十六度二十七度""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""调节内容"": [""温度""], ""操作"": [""调""], ""操作_concrete"": [""到""]}}]"
train,7381,设置低速倒车紧急制动为停用状态,1,1,1,车载控制,False,count_match,"[""设置低速倒车紧急制动为停用状态""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""子功能"": [""低速倒车紧急制动""], ""功能"": [""侧后辅助""], ""操作"": [""关闭""]}}]"
train,7382,打开空调温度调到最低播放音乐,2,3,2,车载控制|音乐,True,semantics_exceed_split,"[""打开空调温度调到最低"", ""播放音乐""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""调节内容"": [""温度""], ""操作"": [""调到""], ""value"": [""最低""], ""操作_concrete"": [""true""]}}]"
train,7384,打开主驾按摩打开空调关闭所有车窗,2,2,2,车载控制,False,count_match,"[""打开主驾按摩"", ""打开空调""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""主驾""], ""对象功能"": [""按摩""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""]}}]"
train,7386,关闭低速行驶提示音导航去阳光馨园,2,2,1,地图|车载控制,True,count_match,"[""关闭低速行驶提示音"", ""导航去阳光馨园""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象功能"": [""低速行驶提示音""]}}]"
train,7396,语音助手音量设为10,1,1,1,车载控制,False,count_match,"[""语音助手音量设为10""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""车机模块"": [""语音助手""], ""调节内容"": [""音量""], ""操作"": [""设""], ""操作_concrete"": [""为""], ""value"": [""10""]}}]"
train,7401,环视摄像头不显示,1,1,1,车载控制,False,count_match,"[""环视摄像头不显示""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""功能"": [""环视摄像头""], ""操作"": [""不显示""]}}]"
train,7406,关闭天窗关闭窗窗帘,2,2,2,车载控制,False,count_match,"[""关闭天窗"", ""关闭窗窗帘""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""天窗""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""窗窗帘""]}}]"
train,7407,空调风量开到最大打开后排空调,2,2,2,车载控制,False,count_match,"[""空调风量开到最大"", ""打开后排空调""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""调节内容"": [""风量""], ""操作"": [""开到""], ""操作_concrete"": [""到""], ""value"": [""最大""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""后排""], ""对象"": [""空调""]}}]"
train,7409,进入充电选项,1,1,1,车载控制,False,count_match,"[""进入充电选项""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象功能"": [""充电""], ""操作"": [""打开""], ""页面"": [""设置""]}}]"
train,7412,打开空调智能关闭,1,1,1,车载控制,False,count_match,"[""打开空调智能关闭""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""], ""模式"": [""智能关闭""], ""调节内容"": [""模式""]}}]"
train,7413,风量调小温度调到二十度,2,2,2,车载控制,False,count_match,"[""风量调小"", ""温度调到二十度""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""风量""], ""value"": [""调小""], ""操作"": [""调节""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""温度""], ""操作"": [""调""], ""操作_concrete"": [""到""], ""value"": [""二十""]}}]"
train,7414,查询一下当前能耗多少,1,1,1,车载控制,False,count_match,"[""查询一下当前能耗多少""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""功能"": [""查询一下当前能耗多少""], ""操作"": [""查看""]}}]"
train,7416,打开驻车舒享空调温度调到二十二度全车,2,2,2,车载控制,False,count_match,"[""打开驻车舒享"", ""空调温度调到二十二度全车""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""功能"": [""驻车""], ""模式"": [""舒享""], ""调节内容"": [""模式""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""调节内容"": [""温度""], ""操作"": [""调""], ""操作_concrete"": [""到""], ""value"": [""二十二度""], ""位置"": [""全车""]}}]"
train,7417,把全车空调温度调为最低把全车空调风速调为二挡,2,2,2,车载控制,False,count_match,"[""把全车空调温度调为最低"", ""把全车空调风速调为二挡""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""全车""], ""对象"": [""空调""], ""调节内容"": [""温度""], ""操作"": [""调""], ""操作_concrete"": [""为""], ""value"": [""最低""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""全车""], ""对象"": [""空调""], ""调节内容"": [""风速""], ""操作"": [""调""], ""操作_concrete"": [""为""], ""value"": [""二挡""]}}]"
train,7423,请设置背光联动为开启状态,1,1,1,车载控制,False,count_match,"[""请设置背光联动为开启状态""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象功能"": [""背光联动""], ""操作"": [""开启""]}}]"
train,7425,扶手台朝前移,1,1,1,车载控制,False,count_match,"[""扶手台朝前移""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""扶手台""], ""value"": [""朝前""], ""操作"": [""移""], ""调节内容"": [""方向""]}}]"
