status,reason_codes,normalized_signature,total,train,validation,test
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23}}",3,3,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":25}}",3,3,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed""}",3,3,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set""}",3,3,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""direction"":""decrease"",""kind"":""relative"",""magnitude"":""default""},""zone"":""driver""}",3,3,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""front_passenger""}",3,2,1,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""driver""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23}}",3,2,0,1
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23}}",3,2,0,1
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""front_passenger""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""rear""}",3,2,0,1
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""min""}}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""heating"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""zone"":""driver""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""heating"",""intent_class"":""body_control""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""massage"",""intent_class"":""body_control"",""operator"":""set""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""massage"",""intent_class"":""body_control""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed""}",3,1,0,2
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature""}",3,2,1,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""zone"":""driver""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""sunroof"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""amplitude""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""sunroof"",""intent_class"":""body_control"",""property"":""amplitude""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""sunshade"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""amplitude""}",3,2,1,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""amplitude"",""zone"":""rear_left""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""amplitude"",""zone"":""rear_right""}",3,2,1,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""deactivate"",""property"":""amplitude"",""zone"":""all""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""amplitude"",""zone"":""driver""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""property"":""amplitude"",""zone"":""driver""}",3,2,0,1
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""zone"":""all""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""zone"":""driver""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature""}",3,2,1,0
ambiguous,unrecognized_source_value,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""set""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""feature"":""massage"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""driver""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""feature"":""massage"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""zone"":""driver""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""feature"":""ventilation"",""intent_class"":""body_control""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""deactivate"",""operator_modifier"":""assignment""}",3,1,2,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""front_passenger""}",3,3,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""zone"":""all""}",3,3,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":3}}",3,2,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""max""}}",3,3,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""deactivate"",""zone"":""all""}",3,3,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":20},""zone"":""all""}",3,3,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22},""zone"":""all""}",3,3,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""small""}}",3,2,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":21},""zone"":""all""}",3,3,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22},""zone"":""all""}",3,2,1,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22}}",3,3,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":24},""zone"":""all""}",3,3,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":24}}",3,3,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""zone"":""driver""}",3,3,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""zone"":""driver""}",3,2,1,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""zone"":""front_passenger""}",3,2,1,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":25}}",3,2,1,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""property"":""temperature""}",3,3,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""max""}}",3,3,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1}}",3,3,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":2}}",3,3,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set""}",3,3,0,0
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""operator"":""deactivate"",""zone"":""all""}",3,3,0,0
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""operator"":""deactivate"",""zone"":""driver""}",3,2,0,1
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""operator"":""set"",""zone"":""front_passenger""}",3,3,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1}}",2,2,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed""}",2,2,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":25}}",2,2,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""deactivate"",""property"":""fan_speed""}",2,2,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature""}",2,2,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""rear_row""}",2,2,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""zone"":""front_passenger""}",2,2,0,0
ambiguous,no_mapping_rule,"{""entity"":""sunroof"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate""}",2,1,0,1
ambiguous,no_mapping_rule,"{""entity"":""window"",""intent_class"":""body_control"",""zone"":""rear_right""}",2,2,0,0
ambiguous,no_mapping_rule,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""all""}",2,2,0,0
ambiguous,no_mapping_rule,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""activate""}",2,2,0,0
ambiguous,no_mapping_rule,"{""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""front_passenger""}",2,1,1,0
ambiguous,no_mapping_rule,"{""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""all""}",2,1,0,1
ambiguous,unconsumed_executable_slot,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed""}",2,1,1,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""rear""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""default""}}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":18}}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":24}}",2,1,0,1
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":25}}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""max""}}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""zone"":""all""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""zone"":""driver""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1}}",2,1,1,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":3}}",2,1,0,1
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""min""}}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":20}}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""zone"":""driver""}",2,1,1,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""zone"":""front_passenger""}",2,1,0,1
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""heating"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""temperature""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""heating"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""zone"":""driver""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""massage"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""massage"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""driver""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""min""}}",2,0,1,1
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""rear_right""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""zone"":""rear_row""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""zone"":""front_passenger""}",2,1,0,1
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""property"":""temperature"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""default""}}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""zone"":""all""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""sunroof"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""amplitude""}",2,1,1,0
ambiguous,unrecognized_source_value,"{""entity"":""sunroof"",""intent_class"":""body_control"",""operator"":""activate""}",2,1,1,0
ambiguous,unrecognized_source_value,"{""entity"":""sunshade"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""amplitude""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""amplitude"",""zone"":""front_row""}",2,1,0,1
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""deactivate"",""property"":""amplitude"",""zone"":""driver""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""property"":""amplitude"",""zone"":""driver""}",2,1,0,1
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""property"":""amplitude"",""zone"":""rear_row""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set""}",2,1,0,1
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""property"":""amplitude"",""zone"":""all""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""default""}}",2,2,0,0
ambiguous,unrecognized_source_value,"{""feature"":""massage"",""intent_class"":""body_control"",""operator"":""set""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""feature"":""massage"",""intent_class"":""body_control"",""operator_modifier"":""assignment""}",2,1,0,1
ambiguous,unrecognized_source_value,"{""feature"":""massage"",""intent_class"":""body_control""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""feature"":""ventilation"",""intent_class"":""body_control"",""operator_modifier"":""assignment""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""property"":""amplitude"",""zone"":""driver""}",2,1,1,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""property"":""amplitude""}",2,2,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""property"":""temperature""}",2,1,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""min""}}",2,1,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""min""}}",2,2,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""property"":""temperature""}",2,2,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":7}}",2,2,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":16}}",2,2,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23},""zone"":""all""}",2,2,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""max""},""zone"":""all""}",2,2,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""max""}}",2,2,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""min""},""zone"":""all""}",2,1,1,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""max""}}",2,2,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""set"",""property"":""temperature"",""zone"":""front_passenger""}",2,2,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""min""}}",2,2,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""zone"":""all""}",2,2,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1}}",2,2,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1}}",2,2,0,0
needs_context,missing_required_argument,"{""entity"":""seat"",""intent_class"":""body_control""}",2,2,0,0
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""operator"":""activate"",""zone"":""driver""}",2,2,0,0
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""operator"":""set"",""operator_modifier"":""assignment"",""zone"":""driver""}",2,2,0,0
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""operator"":""set"",""zone"":""driver""}",2,1,0,1
unsupported,function_outside_schema,"{""intent_class"":""infotainment_control"",""operator_modifier"":""assignment"",""zone"":""driver""}",2,2,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":18}}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":20},""zone"":""all""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":20}}",1,0,0,1
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":21}}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22},""zone"":""all""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23.5}}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":26}}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""direction"":""decrease"",""kind"":""relative"",""magnitude"":""small""}}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""max""}}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed"",""zone"":""rear""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":16}}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":18}}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22}}",1,0,0,1
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""max""}}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""min""},""zone"":""all""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""temperature""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""deactivate"",""property"":""temperature""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed""}",1,0,1,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""rear""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""fan_speed""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""hvac"",""intent_class"":""body_control"",""property"":""fan_speed"",""zone"":""rear""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1},""zone"":""front_passenger""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""max""},""zone"":""rear_row""}",1,1,0,0
